team_id,team_name,team_link,leagues,nationality,region,players,hits,comments
670,Sporting de Charleroi,https://sofifa.com/team/670/sporting-de-charleroi/,Belgian Jupiler Pro League (1),Belgium,Europe,28,<100,17
1960,Swansea City,https://sofifa.com/team/1960/swansea-city/,English League Championship (2),England,Europe,30,<100,0.8K
1719,Vitória,https://sofifa.com/team/1719/vitoria/,Campeonato Brasileiro Série A (1),Brazil,South America,20,<100,9
1831,1. FC Union Berlin,https://sofifa.com/team/1831/1-fc-union-berlin/,German 2. Bundesliga (2),Germany,Europe,27,<100,15
112001,América FC (Minas Gerais),https://sofifa.com/team/112001/america-fc-minas-gerais/,Campeonato Brasileiro Série A (1),Brazil,South America,20,<100,4
112026,Benevento,https://sofifa.com/team/112026/benevento/,Italian Serie B (2),Italy,Europe,26,<100,93
111711,Club Atlético Huracán,https://sofifa.com/team/111711/club-atletico-huracan/,Argentina Primera División (1),Argentina,South America,28,<100,21
68,FC Metz,https://sofifa.com/team/68/fc-metz/,French Ligue 2 (2),France,Europe,25,<100,0.1K
101088,Vélez Sarsfield,https://sofifa.com/team/101088/velez-sarsfield/,Argentina Primera División (1),Argentina,South America,28,<100,78
112476,Chapecoense,https://sofifa.com/team/112476/chapecoense/,Campeonato Brasileiro Série A (1),Brazil,South America,20,<100,0.5K
112387,Al Ahli,https://sofifa.com/team/112387/al-ahli/,Saudi Abdul L. Jameel League (1),Saudi Arabia,Asia,30,<100,9
111839,Guangzhou Evergrande Taobao FC,https://sofifa.com/team/111839/guangzhou-evergrande-taobao-fc/,Chinese Super League (1),China PR,Asia,28,<100,55
436,Trabzonspor,https://sofifa.com/team/436/trabzonspor/,Turkish Süper Lig (1),Turkey,Europe,23,<100,0.2K
111339,Kasimpaşa SK,https://sofifa.com/team/111339/kasimpasa-sk/,Turkish Süper Lig (1),Turkey,Europe,24,<100,16
1880,Guadalajara,https://sofifa.com/team/1880/guadalajara/,Mexican Liga MX (1),Mexico,North America,29,<100,3.4K
206,Hellas Verona,https://sofifa.com/team/206/hellas-verona/,Italian Serie B (2),Italy,Europe,27,<100,0.2K
1843,Palermo,https://sofifa.com/team/1843/palermo/,Italian Serie B (2),Italy,Europe,30,<100,98
111144,Seattle Sounders FC,https://sofifa.com/team/111144/seattle-sounders-fc/,USA Major League Soccer (1),United States,North America,25,<100,54
1598,Bahia,https://sofifa.com/team/1598/bahia/,Campeonato Brasileiro Série A (1),Brazil,South America,20,<100,7
113142,Alanyaspor,https://sofifa.com/team/113142/alanyaspor/,Turkish Süper Lig (1),Turkey,Europe,23,<100,15
112996,Los Angeles FC,https://sofifa.com/team/112996/los-angeles-fc/,USA Major League Soccer (1),United States,North America,25,<100,28
1884,Panathinaikos FC,https://sofifa.com/team/1884/panathinaikos-fc/,Rest of World,Greece,Europe,28,<100,99
607,Al Ittihad,https://sofifa.com/team/607/al-ittihad/,Saudi Abdul L. Jameel League (1),Saudi Arabia,Asia,30,<100,13
110395,Club Atlético Lanús,https://sofifa.com/team/110395/club-atletico-lanus/,Argentina Primera División (1),Argentina,South America,28,<100,0.1K
1053,Santos,https://sofifa.com/team/1053/santos/,Campeonato Brasileiro Série A (1),Brazil,South America,20,<100,0.2K
91,Derby County,https://sofifa.com/team/91/derby-county/,English League Championship (2),England,Europe,30,<100,0.2K
479,CA Osasuna,https://sofifa.com/team/479/ca-osasuna/,Spanish Segunda División (2),Spain,Europe,26,<100,35
88,Birmingham City,https://sofifa.com/team/88/birmingham-city/,English League Championship (2),England,Europe,30,<100,0.1K
244,Real Zaragoza,https://sofifa.com/team/244/real-zaragoza/,Spanish Segunda División (2),Spain,Europe,30,<100,17
100831,AD Alcorcón,https://sofifa.com/team/100831/ad-alcorcon/,Spanish Segunda División (2),Spain,Europe,28,<100,4
1801,Preston North End,https://sofifa.com/team/1801/preston-north-end/,English League Championship (2),England,Europe,30,<100,74
101007,MKE Ankaragücü,https://sofifa.com/team/101007/mke-ankaragucu/,Turkish Süper Lig (1),Turkey,Europe,26,<100,6
1881,U.N.A.M.,https://sofifa.com/team/1881/unam/,Mexican Liga MX (1),Mexico,North America,29,<100,3.8K
199,Perugia,https://sofifa.com/team/199/perugia/,Italian Serie B (2),Italy,Europe,27,<100,9
693,Chicago Fire,https://sofifa.com/team/693/chicago-fire/,USA Major League Soccer (1),United States,North America,27,<100,44
110831,CD Lugo,https://sofifa.com/team/110831/cd-lugo/,Spanish Segunda División (2),Spain,Europe,30,<100,8
260,CD Tenerife,https://sofifa.com/team/260/cd-tenerife/,Spanish Segunda División (2),Spain,Europe,30,<100,30
680,Sint-Truidense VV,https://sofifa.com/team/680/sint-truidense-vv/,Belgian Jupiler Pro League (1),Belgium,Europe,28,<100,16
1793,Reading,https://sofifa.com/team/1793/reading/,English League Championship (2),England,Europe,30,<100,0
1893,Clube Sport Marítimo,https://sofifa.com/team/1893/clube-sport-maritimo/,Portuguese Liga ZON SAGRES (1),Portugal,Europe,30,<100,16
110502,SV Darmstadt 98,https://sofifa.com/team/110502/sv-darmstadt-98/,German 2. Bundesliga (2),Germany,Europe,30,<100,0.1K
1952,Hull City,https://sofifa.com/team/1952/hull-city/,English League Championship (2),England,Europe,30,<100,0.3K
112670,Club Atlético Talleres,https://sofifa.com/team/112670/club-atletico-talleres/,Argentina Primera División (1),Argentina,South America,28,<100,0
111730,Kawasaki Frontale,https://sofifa.com/team/111730/kawasaki-frontale/,Japanese J. League Division 1 (1),Japan,Asia,30,<100,13
112828,New York City FC,https://sofifa.com/team/112828/new-york-city-fc/,USA Major League Soccer (1),United States,North America,24,<100,87
111715,Club Atlético Tigre,https://sofifa.com/team/111715/club-atletico-tigre/,Argentina Primera División (1),Argentina,South America,28,<100,23
111340,Akhisar Belediyespor,https://sofifa.com/team/111340/akhisar-belediyespor/,Turkish Süper Lig (1),Turkey,Europe,27,<100,22
1919,Bristol City,https://sofifa.com/team/1919/bristol-city/,English League Championship (2),England,Europe,30,<100,0.2K
15005,SV Zulte-Waregem,https://sofifa.com/team/15005/sv-zulte-waregem/,Belgian Jupiler Pro League (1),Belgium,Europe,26,<100,11
160,VfL Bochum 1848,https://sofifa.com/team/160/vfl-bochum-1848/,German 2. Bundesliga (2),Germany,Europe,30,<100,31
320,Malmö FF,https://sofifa.com/team/320/malmo-ff/,Swedish Allsvenskan (1),Sweden,Europe,24,<100,96
101083,Estudiantes de La Plata,https://sofifa.com/team/101083/estudiantes-de-la-plata/,Argentina Primera División (1),Argentina,South America,28,<100,0.1K
1039,Atlético Paranaense,https://sofifa.com/team/1039/atletico-paranaense/,Campeonato Brasileiro Série A (1),Brazil,South America,20,<100,21
518,GD Chaves,https://sofifa.com/team/518/gd-chaves/,Portuguese Liga ZON SAGRES (1),Portugal,Europe,28,<100,60
111139,Montreal Impact,https://sofifa.com/team/111139/montreal-impact/,USA Major League Soccer (1),United States,North America,25,<100,23
15029,Universidad de Chile,https://sofifa.com/team/15029/universidad-de-chile/,Chilian Campeonato Nacional (1),Chile,South America,28,<100,76
111651,Toronto FC,https://sofifa.com/team/111651/toronto-fc/,USA Major League Soccer (1),United States,North America,29,<100,0.2K
101104,Independiente Santa Fe,https://sofifa.com/team/101104/independiente-santa-fe/,Colombian Liga Postobón (1),Colombia,South America,28,<100,8
113259,Yeni Malatyaspor,https://sofifa.com/team/113259/yeni-malatyaspor/,Turkish Süper Lig (1),Turkey,Europe,27,<100,14
111048,Paraná,https://sofifa.com/team/111048/parana/,Campeonato Brasileiro Série A (1),Brazil,South America,20,<100,2
111138,Minnesota United FC,https://sofifa.com/team/111138/minnesota-united-fc/,USA Major League Soccer (1),United States,North America,24,<100,31
101100,Atlético Nacional,https://sofifa.com/team/101100/atletico-nacional/,Colombian Liga Postobón (1),Colombia,South America,28,<100,91
110150,Querétaro,https://sofifa.com/team/110150/queretaro/,Mexican Liga MX (1),Mexico,North America,29,<100,71
111708,Atlético Tucumán,https://sofifa.com/team/111708/atletico-tucuman/,Argentina Primera División (1),Argentina,South America,28,<100,47
111140,Portland Timbers,https://sofifa.com/team/111140/portland-timbers/,USA Major League Soccer (1),United States,North America,28,<100,38
111239,FC Ingolstadt 04,https://sofifa.com/team/111239/fc-ingolstadt-04/,German 2. Bundesliga (2),Germany,Europe,30,<100,25
190,Brescia,https://sofifa.com/team/190/brescia/,Italian Serie B (2),Italy,Europe,28,<100,63
200,Pescara,https://sofifa.com/team/200/pescara/,Italian Serie B (2),Italy,Europe,28,<100,51
666,CD Aves,https://sofifa.com/team/666/cd-aves/,Portuguese Liga ZON SAGRES (1),Portugal,Europe,30,<100,20
111235,1. FC Heidenheim 1846,https://sofifa.com/team/111235/1-fc-heidenheim-1846/,German 2. Bundesliga (2),Germany,Europe,28,<100,9
1028,Monarcas Morelia,https://sofifa.com/team/1028/monarcas-morelia/,Mexican Liga MX (1),Mexico,North America,29,<100,0.7K
682,KV Oostende,https://sofifa.com/team/682/kv-oostende/,Belgian Jupiler Pro League (1),Belgium,Europe,25,<100,7
101105,Millonarios FC,https://sofifa.com/team/101105/millonarios-fc/,Colombian Liga Postobón (1),Colombia,South America,28,<100,35
111065,Real Salt Lake,https://sofifa.com/team/111065/real-salt-lake/,USA Major League Soccer (1),United States,North America,30,<100,0
101146,Vissel Kobe,https://sofifa.com/team/101146/vissel-kobe/,Japanese J. League Division 1 (1),Japan,Asia,30,<100,38
698,Houston Dynamo,https://sofifa.com/team/698/houston-dynamo/,USA Major League Soccer (1),United States,North America,26,<100,41
101112,Vancouver Whitecaps FC,https://sofifa.com/team/101112/vancouver-whitecaps-fc/,USA Major League Soccer (1),United States,North America,28,<100,0.1K
576,Holstein Kiel,https://sofifa.com/team/576/holstein-kiel/,German 2. Bundesliga (2),Germany,Europe,28,<100,15
111434,US Cremonese,https://sofifa.com/team/111434/us-cremonese/,Italian Serie B (2),Italy,Europe,26,<100,4
100081,KV Kortrijk,https://sofifa.com/team/100081/kv-kortrijk/,Belgian Jupiler Pro League (1),Belgium,Europe,26,<100,2
695,FC Dallas,https://sofifa.com/team/695/fc-dallas/,USA Major League Soccer (1),United States,North America,28,<100,55
694,Colorado Rapids,https://sofifa.com/team/694/colorado-rapids/,USA Major League Soccer (1),United States,North America,26,<100,22
254,SK Rapid Wien,https://sofifa.com/team/254/sk-rapid-wien/,Austrian Football Bundesliga (1),Austria,Europe,25,<100,18
111575,Urawa Red Diamonds,https://sofifa.com/team/111575/urawa-red-diamonds/,Japanese J. League Division 1 (1),Japan,Asia,30,<100,7
665,Vitória de Setúbal,https://sofifa.com/team/665/vitoria-de-setubal/,Portuguese Liga ZON SAGRES (1),Portugal,Europe,29,<100,22
650,ADO Den Haag,https://sofifa.com/team/650/ado-den-haag/,Holland Eredivisie (1),Netherlands,Europe,28,<100,6
101103,Independiente Medellín,https://sofifa.com/team/101103/independiente-medellin/,Colombian Liga Postobón (1),Colombia,South America,28,<100,9
111019,Argentinos Juniors,https://sofifa.com/team/111019/argentinos-juniors/,Argentina Primera División (1),Argentina,South America,28,<100,23
691,New England Revolution,https://sofifa.com/team/691/new-england-revolution/,USA Major League Soccer (1),United States,North America,26,<100,14
15,Queens Park Rangers,https://sofifa.com/team/15/queens-park-rangers/,English League Championship (2),England,Europe,30,<100,68
741,Antalyaspor,https://sofifa.com/team/741/antalyaspor/,Turkish Süper Lig (1),Turkey,Europe,26,<100,30
110178,SV Sandhausen,https://sofifa.com/team/110178/sv-sandhausen/,German 2. Bundesliga (2),Germany,Europe,29,<100,13
477,CD Numancia,https://sofifa.com/team/477/cd-numancia/,Spanish Segunda División (2),Spain,Europe,29,<100,7
111707,Club Atlético Aldosivi,https://sofifa.com/team/111707/club-atletico-aldosivi/,Argentina Primera División (1),Argentina,South America,28,<100,4
110373,US Salernitana 1919,https://sofifa.com/team/110373/us-salernitana-1919/,Italian Serie B (2),Italy,Europe,26,<100,8
101084,Gimnasia y Esgrima La Plata,https://sofifa.com/team/101084/gimnasia-y-esgrima-la-plata/,Argentina Primera División (1),Argentina,South America,28,<100,25
111706,Godoy Cruz,https://sofifa.com/team/111706/godoy-cruz/,Argentina Primera División (1),Argentina,South America,28,<100,42
111674,Al Shabab,https://sofifa.com/team/111674/al-shabab/,Saudi Abdul L. Jameel League (1),Saudi Arabia,Asia,30,<100,3
111768,Beijing Sinobo Guoan FC,https://sofifa.com/team/111768/beijing-sinobo-guoan-fc/,Chinese Super League (1),China PR,Asia,27,<100,16
417,Molde FK,https://sofifa.com/team/417/molde-fk/,Norwegian Eliteserien (1),Norway,Europe,25,<100,21
378,Stade Brestois 29,https://sofifa.com/team/378/stade-brestois-29/,French Ligue 2 (2),France,Europe,26,<100,3
110404,Club Atlético Banfield,https://sofifa.com/team/110404/club-atletico-banfield/,Argentina Primera División (1),Argentina,South America,28,<100,13
110929,Kaizer Chiefs,https://sofifa.com/team/110929/kaizer-chiefs/,Rest of World,South Africa,Africa,28,<100,41
111928,San Jose Earthquakes,https://sofifa.com/team/111928/san-jose-earthquakes/,USA Major League Soccer (1),United States,North America,28,<100,23
110396,Newell's Old Boys,https://sofifa.com/team/110396/newells-old-boys/,Argentina Primera División (1),Argentina,South America,28,<100,39
1477,Jeonbuk Hyundai Motors,https://sofifa.com/team/1477/jeonbuk-hyundai-motors/,Korean K League Classic (1),Korea Republic,Asia,28,<100,2
15019,Gimnàstic de Tarragona,https://sofifa.com/team/15019/gimnastic-de-tarragona/,Spanish Segunda División (2),Spain,Europe,30,<100,5
2013,KAS Eupen,https://sofifa.com/team/2013/kas-eupen/,Belgian Jupiler Pro League (1),Belgium,Europe,28,<100,43
57,AJ Auxerre,https://sofifa.com/team/57/aj-auxerre/,French Ligue 2 (2),France,Europe,27,<100,14
634,Fortuna Sittard,https://sofifa.com/team/634/fortuna-sittard/,Holland Eredivisie (1),Netherlands,Europe,30,<100,8
110770,FC Sion,https://sofifa.com/team/110770/fc-sion/,Swiss Super League (1),Switzerland,Europe,27,<100,22
4,Bolton Wanderers,https://sofifa.com/team/4/bolton-wanderers/,English League Championship (2),England,Europe,30,<100,38
1914,PEC Zwolle,https://sofifa.com/team/1914/pec-zwolle/,Holland Eredivisie (1),Netherlands,Europe,27,<100,27
110145,Tiburones Rojos de Veracruz,https://sofifa.com/team/110145/tiburones-rojos-de-veracruz/,Mexican Liga MX (1),Mexico,North America,30,<100,0.1K
1907,Willem II,https://sofifa.com/team/1907/willem-ii/,Holland Eredivisie (1),Netherlands,Europe,25,<100,22
64,Racing Club de Lens,https://sofifa.com/team/64/racing-club-de-lens/,French Ligue 2 (2),France,Europe,30,<100,15
111560,Royal Excel Mouscron,https://sofifa.com/team/111560/royal-excel-mouscron/,Belgian Jupiler Pro League (1),Belgium,Europe,28,<100,16
256,FK Austria Wien,https://sofifa.com/team/256/fk-austria-wien/,Austrian Football Bundesliga (1),Austria,Europe,27,<100,12
269,Brøndby IF,https://sofifa.com/team/269/brondby-if/,Danish Superliga (1),Denmark,Europe,27,<100,87
110066,CF Rayo Majadahonda,https://sofifa.com/team/110066/cf-rayo-majadahonda/,Spanish Segunda División (2),Spain,Europe,24,<100,10
217,FC Lorient,https://sofifa.com/team/217/fc-lorient/,French Ligue 2 (2),France,Europe,29,<100,7
453,RCD Mallorca,https://sofifa.com/team/453/rcd-mallorca/,Spanish Segunda División (2),Spain,Europe,29,<100,11
111091,Lechia Gdańsk,https://sofifa.com/team/111091/lechia-gdansk/,Polish T-Mobile Ekstraklasa (1),Poland,Europe,27,<100,54
468,Elche CF,https://sofifa.com/team/468/elche-cf/,Spanish Segunda División (2),Spain,Europe,27,<100,14
469,Extremadura UD,https://sofifa.com/team/469/extremadura-ud/,Spanish Segunda División (2),Spain,Europe,30,<100,5
983,Suwon Samsung Bluewings,https://sofifa.com/team/983/suwon-samsung-bluewings/,Korean K League Classic (1),Korea Republic,Asia,28,<100,2
503,SG Dynamo Dresden,https://sofifa.com/team/503/sg-dynamo-dresden/,German 2. Bundesliga (2),Germany,Europe,27,<100,31
77,Aberdeen,https://sofifa.com/team/77/aberdeen/,Scottish Premiership (1),Scotland,Europe,24,<100,36
749,BB Erzurumspor,https://sofifa.com/team/749/bb-erzurumspor/,Turkish Süper Lig (1),Turkey,Europe,24,<100,9
252,LASK Linz,https://sofifa.com/team/252/lask-linz/,Austrian Football Bundesliga (1),Austria,Europe,25,<100,6
873,Lech Poznań,https://sofifa.com/team/873/lech-poznan/,Polish T-Mobile Ekstraklasa (1),Poland,Europe,27,<100,10
82,Kilmarnock,https://sofifa.com/team/82/kilmarnock/,Scottish Premiership (1),Scotland,Europe,28,<100,15
543,SSV Jahn Regensburg,https://sofifa.com/team/543/ssv-jahn-regensburg/,German 2. Bundesliga (2),Germany,Europe,27,<100,6
506,FC Erzgebirge Aue,https://sofifa.com/team/506/fc-erzgebirge-aue/,German 2. Bundesliga (2),Germany,Europe,27,<100,12
111724,Shandong Luneng TaiShan FC,https://sofifa.com/team/111724/shandong-luneng-taishan-fc/,Chinese Super League (1),China PR,Asia,28,<100,7
347,Lecce,https://sofifa.com/team/347/lecce/,Italian Serie B (2),Italy,Europe,25,<100,17
1750,KSV Cercle Brugge,https://sofifa.com/team/1750/ksv-cercle-brugge/,Belgian Jupiler Pro League (1),Belgium,Europe,28,<100,29
111817,Paris FC,https://sofifa.com/team/111817/paris-fc/,French Ligue 2 (2),France,Europe,25,<100,70
112534,CD Universidad de Concepción,https://sofifa.com/team/112534/cd-universidad-de-concepcion/,Chilian Campeonato Nacional (1),Chile,South America,25,<100,6
110912,Padova,https://sofifa.com/team/110912/padova/,Italian Serie B (2),Italy,Europe,30,<100,1
112578,Rionegro Águilas,https://sofifa.com/team/112578/rionegro-aguilas/,Colombian Liga Postobón (1),Colombia,South America,28,<100,2
113160,Sagan Tosu,https://sofifa.com/team/113160/sagan-tosu/,Japanese J. League Division 1 (1),Japan,Asia,30,<100,14
111035,Lobos BUAP,https://sofifa.com/team/111035/lobos-buap/,Mexican Liga MX (1),Mexico,North America,27,<100,0.2K
101106,Once Caldas,https://sofifa.com/team/101106/once-caldas/,Colombian Liga Postobón (1),Colombia,South America,28,<100,2
294,ESTAC Troyes,https://sofifa.com/team/294/estac-troyes/,French Ligue 2 (2),France,Europe,29,<100,5
1847,Ascoli,https://sofifa.com/team/1847/ascoli/,Italian Serie B (2),Italy,Europe,29,<100,7
110581,Patronato,https://sofifa.com/team/110581/patronato/,Argentina Primera División (1),Argentina,South America,28,<100,4
1861,UD Almería,https://sofifa.com/team/1861/ud-almeria/,Spanish Segunda División (2),Spain,Europe,30,<100,14
113157,Sanfrecce Hiroshima,https://sofifa.com/team/113157/sanfrecce-hiroshima/,Japanese J. League Division 1 (1),Japan,Asia,29,<100,2
110930,Orlando Pirates,https://sofifa.com/team/110930/orlando-pirates/,Rest of World,South Africa,Africa,28,<100,20
1473,Ulsan Hyundai FC,https://sofifa.com/team/1473/ulsan-hyundai-fc/,Korean K League Classic (1),Korea Republic,Asia,28,<100,1
110911,Foggia,https://sofifa.com/team/110911/foggia/,Italian Serie B (2),Italy,Europe,26,<100,9
110588,1. FC Magdeburg,https://sofifa.com/team/110588/1-fc-magdeburg/,German 2. Bundesliga (2),Germany,Europe,27,<100,25
112378,Dalian YiFang FC,https://sofifa.com/team/112378/dalian-yifang-fc/,Chinese Super League (1),China PR,Asia,28,<100,20
112606,Orlando City SC,https://sofifa.com/team/112606/orlando-city-sc/,USA Major League Soccer (1),United States,North America,27,<100,95
112429,Guangzhou R&F FC,https://sofifa.com/team/112429/guangzhou-rf-fc/,Chinese Super League (1),China PR,Asia,28,<100,3
111993,Cittadella,https://sofifa.com/team/111993/cittadella/,Italian Serie B (2),Italy,Europe,27,<100,25
711,BK Häcken,https://sofifa.com/team/711/bk-hacken/,Swedish Allsvenskan (1),Sweden,Europe,25,<100,12
112096,Ettifaq FC,https://sofifa.com/team/112096/ettifaq-fc/,Saudi Abdul L. Jameel League (1),Saudi Arabia,Asia,29,<100,1
708,Hammarby IF,https://sofifa.com/team/708/hammarby-if/,Swedish Allsvenskan (1),Sweden,Europe,27,<100,31
982,FC Seoul,https://sofifa.com/team/982/fc-seoul/,Korean K League Classic (1),Korea Republic,Asia,28,<100,8
111400,Sydney FC,https://sofifa.com/team/111400/sydney-fc/,Australian Hyundai A-League (1),Australia,Asia,25,<100,16
702,IFK Norrköping,https://sofifa.com/team/702/ifk-norrkoping/,Swedish Allsvenskan (1),Sweden,Europe,27,<100,5
614,AC Ajaccio,https://sofifa.com/team/614/ac-ajaccio/,French Ligue 2 (2),France,Europe,27,<100,5
80,Heart of Midlothian,https://sofifa.com/team/80/heart-of-midlothian/,Scottish Premiership (1),Scotland,Europe,28,<100,30
111399,Perth Glory,https://sofifa.com/team/111399/perth-glory/,Australian Hyundai A-League (1),Australia,Asia,25,<100,14
205,Venezia FC,https://sofifa.com/team/205/venezia-fc/,Italian Serie B (2),Italy,Europe,29,<100,12
209,SK Sturm Graz,https://sofifa.com/team/209/sk-sturm-graz/,Austrian Football Bundesliga (1),Austria,Europe,26,<100,15
1971,Excelsior,https://sofifa.com/team/1971/excelsior/,Holland Eredivisie (1),Netherlands,Europe,27,<100,15
894,FC Zürich,https://sofifa.com/team/894/fc-zurich/,Swiss Super League (1),Switzerland,Europe,27,<100,37
89,Charlton Athletic,https://sofifa.com/team/89/charlton-athletic/,English League One (3),England,Europe,28,<100,40
111328,CD Palestino,https://sofifa.com/team/111328/cd-palestino/,Chilian Campeonato Nacional (1),Chile,South America,27,<100,7
226,FC Sochaux-Montbéliard,https://sofifa.com/team/226/fc-sochaux-montbeliard/,French Ligue 2 (2),France,Europe,30,<100,19
101151,Yokohama F. Marinos,https://sofifa.com/team/101151/yokohama-f-marinos/,Japanese J. League Division 1 (1),Japan,Asia,28,<100,7
919,SK Brann,https://sofifa.com/team/919/sk-brann/,Norwegian Eliteserien (1),Norway,Europe,26,<100,5
112116,CD O'Higgins,https://sofifa.com/team/112116/cd-ohiggins/,Chilian Campeonato Nacional (1),Chile,South America,24,<100,10
112092,Nagoya Grampus,https://sofifa.com/team/112092/nagoya-grampus/,Japanese J. League Division 1 (1),Japan,Asia,30,<100,4
100651,VVV-Venlo,https://sofifa.com/team/100651/vvv-venlo/,Holland Eredivisie (1),Netherlands,Europe,26,<100,5
81,Hibernian,https://sofifa.com/team/81/hibernian/,Scottish Premiership (1),Scotland,Europe,26,<100,16
111397,Melbourne Victory,https://sofifa.com/team/111397/melbourne-victory/,Australian Hyundai A-League (1),Australia,Asia,23,<100,23
112391,Al Qadisiyah,https://sofifa.com/team/112391/al-qadisiyah/,Saudi Abdul L. Jameel League (1),Saudi Arabia,Asia,30,<100,4
101150,FC Tokyo,https://sofifa.com/team/101150/fc-tokyo/,Japanese J. League Division 1 (1),Japan,Asia,30,<100,30
110456,Valenciennes FC,https://sofifa.com/team/110456/valenciennes-fc/,French Ligue 2 (2),France,Europe,28,<100,2
112393,Al Taawoun,https://sofifa.com/team/112393/al-taawoun/,Saudi Abdul L. Jameel League (1),Saudi Arabia,Asia,28,<100,8
1815,Clermont Foot 63,https://sofifa.com/team/1815/clermont-foot-63/,French Ligue 2 (2),France,Europe,24,<100,4
112409,Carpi,https://sofifa.com/team/112409/carpi/,Italian Serie B (2),Italy,Europe,30,<100,2
